Kingdom	Phylum	Class	Order	Family	Genus
asv6318	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6319	Bacteria	Firmicutes	Bacilli	Lactobacillales	P5D1-392	Unknown
asv6320	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_7
asv6321	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6322	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6323	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium
asv6324	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Unknown
asv6325	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	Unknown
asv6326	Bacteria	Actinobacteriota	Actinobacteria	Unknown	Unknown	Unknown
asv6327	Bacteria	Bacteroidota	Unknown	Unknown	Unknown	Unknown
asv6328	Bacteria	Bacteroidota	Bacteroidia	Unknown	Unknown	Unknown
asv6329	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	Unknown
asv6330	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
asv6331	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
asv6332	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6333	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Unknown	Unknown
asv6334	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium
asv6335	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6336	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	Unknown
asv6337	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-004
asv6338	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Unknown	Unknown
asv6339	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Unknown	Unknown
asv6340	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown
asv6341	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Unknown	Unknown
asv6342	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-004
asv6343	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella
asv6344	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6345	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6346	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas
asv6347	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6348	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
asv6349	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6350	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Parasporobacterium
asv6351	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6352	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6353	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6354	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6355	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
asv6356	Bacteria	Desulfobacterota	Unknown	Unknown	Unknown	Unknown
asv6357	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Unknown
asv6358	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6359	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Unknown
asv6360	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Unknown	Unknown
asv6361	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-003
asv6362	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus
asv6363	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NC2004 group
asv6364	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella
asv6365	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Unknown	Unknown
asv6366	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister
asv6367	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6368	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas
asv6369	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Unknown
asv6370	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
asv6371	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Limosilactobacillus
asv6372	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unknown
asv6373	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	UBA1819
asv6374	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Paraprevotella
asv6375	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister
asv6376	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6377	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002
asv6378	Bacteria	Firmicutes	Clostridia	Unknown	Unknown	Unknown
asv6379	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6380	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis
asv6381	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium
asv6382	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Unknown
asv6383	Bacteria	Firmicutes	Unknown	Unknown	Unknown	Unknown
asv6384	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	GCA-900066575
asv6385	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium sensu stricto 1
asv6386	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Fournierella
asv6387	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NK4A136 group
asv6388	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus
asv6389	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus
asv6390	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia
asv6391	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halomonadaceae	Aidingimonas
asv6392	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown
asv6393	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Unknown
asv6394	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium
asv6395	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6396	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Unknown	Unknown
asv6397	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Unknown	Unknown
asv6398	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Unknown
asv6399	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas
asv6400	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
asv6401	Bacteria	Proteobacteria	Alphaproteobacteria	Unknown	Unknown	Unknown
asv6402	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Unknown
asv6403	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Citreitalea
asv6404	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
asv6405	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6406	Bacteria	Gemmatimonadota	Longimicrobia	Longimicrobiales	Longimicrobiaceae	YC-ZSS-LKJ147
asv6407	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Unknown
asv6408	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Citreitalea
asv6409	Bacteria	Proteobacteria	Gammaproteobacteria	Unknown	Unknown	Unknown
asv6410	Bacteria	Proteobacteria	Gammaproteobacteria	Unknown	Unknown	Unknown
asv6411	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown
asv6412	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Terracoccus
asv6413	Bacteria	Actinobacteriota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter
asv6414	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Unknown
asv6415	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unknown
asv6416	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Unknown
asv6417	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown
asv6418	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Unknown	Unknown
asv6419	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Citreitalea
asv6420	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Unknown
asv6421	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Unknown
asv6422	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Unknown
asv6423	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Pseudacidovorax
asv6424	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Unknown	Unknown
asv6425	Bacteria	Firmicutes	Bacilli	Bacillales	Unknown	Unknown
asv6426	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polynucleobacter
asv6427	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium
asv6428	Bacteria	Firmicutes	Bacilli	Unknown	Unknown	Unknown
asv6429	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6430	Bacteria	Firmicutes	Clostridia	Oscillospirales	Unknown	Unknown
asv6431	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6432	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6433	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium
asv6434	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002
asv6435	Bacteria	Firmicutes	Clostridia	Unknown	Unknown	Unknown
asv6436	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-004
asv6437	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6438	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia
asv6439	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Unknown
asv6440	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella
asv6441	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Unknown
asv6442	Bacteria	Firmicutes	Clostridia	Unknown	Unknown	Unknown
asv6443	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Negativibacillus
asv6444	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Unknown	Unknown
asv6445	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella
asv6446	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	UBA1819
asv6447	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium
asv6448	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6449	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6450	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6451	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter
asv6452	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella_9
asv6453	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6454	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-004
asv6455	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas
asv6456	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6457	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Unknown
asv6458	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6459	Bacteria	Bacteroidota	Bacteroidia	Unknown	Unknown	Unknown
asv6460	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6461	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6462	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Unknown	Unknown
asv6463	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Unknown
asv6464	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Unknown	Unknown
asv6465	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6466	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
asv6467	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown
asv6468	Bacteria	Firmicutes	Clostridia	Clostridia UCG-014	Unknown	Unknown
asv6469	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6470	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	Unknown
asv6471	Bacteria	Firmicutes	Clostridia	Unknown	Unknown	Unknown
asv6472	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6473	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6474	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6475	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Eubacterium] oxidoreducens group
asv6476	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6477	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor
asv6478	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	Unknown
asv6479	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	Unknown
asv6480	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Unknown
asv6481	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-004
asv6482	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Anaerococcus
asv6483	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister
asv6484	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Kingella
asv6485	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6486	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unknown
asv6487	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Unknown	Unknown
asv6488	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-004
asv6489	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis
asv6490	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6491	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-004
asv6492	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	Butyricicoccus
asv6493	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-004
asv6494	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-003
asv6495	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown
asv6496	Bacteria	Proteobacteria	Unknown	Unknown	Unknown	Unknown
asv6497	Bacteria	Firmicutes	Clostridia	Unknown	Unknown	Unknown
asv6498	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6499	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6500	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6501	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown
asv6502	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
asv6503	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus
asv6504	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium
asv6505	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6506	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	Unknown
asv6507	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-004
asv6508	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6509	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
asv6510	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium
asv6511	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6512	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter
asv6513	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter
asv6514	Bacteria	Actinobacteriota	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces
asv6515	Bacteria	Firmicutes	Clostridia	Clostridia vadinBB60 group	Unknown	Unknown
asv6516	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Unknown
asv6517	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
asv6518	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Olsenella
asv6519	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Unknown
asv6520	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6521	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus
asv6522	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Mogibacterium
asv6523	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Unknown
asv6524	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriales Incertae Sedis	Unknown
asv6525	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnoclostridium
asv6526	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas
asv6527	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria
asv6528	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
asv6529	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
asv6530	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Gardnerella
asv6531	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Unknown	Unknown
asv6532	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Acaricomes
asv6533	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unknown
asv6534	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Unknown
asv6535	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Unknown	Unknown
asv6536	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter
asv6537	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus Flaviluna
asv6538	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma
asv6539	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	SN8
asv6540	Bacteria	Proteobacteria	Gammaproteobacteria	Unknown	Unknown	Unknown
asv6541	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Unknown
asv6542	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unknown	Unknown
asv6543	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Unknown	Unknown
asv6544	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Rahnella
asv6545	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus
asv6546	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Unknown
asv6547	Bacteria	Actinobacteriota	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Cutibacterium
asv6548	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Citreitalea
asv6549	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
asv6550	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Unknown
asv6551	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
asv6552	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Unknown
asv6553	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Unknown	Unknown
asv6554	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Unknown
asv6555	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Unknown
asv6556	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	oc32
asv6557	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Unknown	Unknown
asv6558	Bacteria	Actinobacteriota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Tamaricihabitans
asv6559	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unknown
asv6560	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Dialister
asv6561	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriales Incertae Sedis	Unknown
asv6562	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Unknown
asv6563	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Unknown	Unknown
asv6564	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Unknown
asv6565	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Barnesiellaceae	Barnesiella
asv6566	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium
asv6567	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unknown
asv6568	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6569	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
asv6570	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unknown
asv6571	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Unknown
asv6572	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-010
asv6573	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-004
asv6574	Bacteria	Unknown	Unknown	Unknown	Unknown	Unknown
asv6575	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6576	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NC2004 group
asv6577	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6578	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NC2004 group
asv6579	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Unknown	Unknown
asv6580	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella
asv6581	Bacteria	Firmicutes	Clostridia	Oscillospirales	[Eubacterium] coprostanoligenes group	Unknown
asv6582	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-004
asv6583	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6584	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
asv6585	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	Intestinimonas
asv6586	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
asv6587	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
asv6588	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Anaerotruncus
asv6589	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
asv6590	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae NC2004 group
asv6591	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001
asv6592	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides
asv6593	Bacteria	Firmicutes	Clostridia	Oscillospirales	Unknown	Unknown
